,event_time,symbol,base_volume,close_price,first_trade_id,high_price,ignore,interval,is_closed,kline_close_time,kline_start_time,last_trade_id,low_price,number_of_trades,open_price,quote,taker_by_base_asset_volume,taker_by_quote_asset_volume
0,1633853883818,FTMUSDT,1969.00000000,2.11140000,False,2.11140000,0,1m,False,1633853939999,1633853880000,False,2.11130000,4,2.11130000,4157.15750000,1969.00000000,4157.15750000
0,1633853942822,FTMUSDT,1291.00000000,2.11460000,False,2.11470000,0,1m,False,1633853999999,1633853940000,False,2.11460000,2,2.11470000,2729.94930000,1291.00000000,2729.94930000
0,1633854003819,FTMUSDT,25729.00000000,2.11640000,False,2.11770000,0,1m,False,1633854059999,1633854000000,False,2.11560000,51,2.11770000,54456.25310000,8188.00000000,17328.46000000
0,1633854063354,FTMUSDT,1954.00000000,2.11580000,False,2.11620000,0,1m,False,1633854119999,1633854060000,False,2.11560000,14,2.11620000,4134.37100000,904.00000000,1912.77190000
0,1633854123305,FTMUSDT,2643.00000000,2.11700000,False,2.11700000,0,1m,False,1633854179999,1633854120000,False,2.11690000,4,2.11690000,5595.23010000,2643.00000000,5595.23010000
0,1633854184072,FTMUSDT,904.00000000,2.12120000,False,2.12160000,0,1m,False,1633854239999,1633854180000,False,2.12100000,9,2.12100000,1917.67590000,867.00000000,1839.19430000
0,1633854242866,FTMUSDT,540.00000000,2.12110000,False,2.12140000,0,1m,False,1633854299999,1633854240000,False,2.12100000,10,2.12120000,1145.45470000,281.00000000,596.10140000
0,1633854302965,FTMUSDT,978.00000000,2.11520000,False,2.11520000,0,1m,False,1633854359999,1633854300000,False,2.11520000,4,2.11520000,2068.66560000,253.00000000,535.14560000
0,1633854364126,FTMUSDT,289.00000000,2.11840000,False,2.11870000,0,1m,False,1633854419999,1633854360000,False,2.11840000,9,2.11840000,612.29030000,18.00000000,38.13390000
0,1633854423325,FTMUSDT,3160.00000000,2.11670000,False,2.11800000,0,1m,False,1633854479999,1633854420000,False,2.11670000,19,2.11800000,6690.38620000,2249.00000000,4761.11060000
0,1633854482473,FTMUSDT,2570.00000000,2.11630000,False,2.11630000,0,1m,False,1633854539999,1633854480000,False,2.11580000,10,2.11620000,5438.42670000,1991.00000000,4213.31540000
0,1633854543598,FTMUSDT,11846.00000000,2.11480000,False,2.11510000,0,1m,False,1633854599999,1633854540000,False,2.11420000,12,2.11430000,25047.45660000,11837.00000000,25028.42340000
0,1633854602125,FTMUSDT,4539.00000000,2.11700000,False,2.11780000,0,1m,False,1633854659999,1633854600000,False,2.11680000,7,2.11680000,9612.28660000,4506.00000000,9542.43040000
0,1633854662216,FTMUSDT,4691.00000000,2.12420000,False,2.12550000,0,1m,False,1633854719999,1633854660000,False,2.12420000,16,2.12550000,9966.50510000,3586.00000000,7618.69350000
0,1633854722048,FTMUSDT,9532.00000000,2.13450000,False,2.13480000,0,1m,False,1633854779999,1633854720000,False,2.13310000,24,2.13440000,20336.60200000,692.00000000,1477.23220000
0,1633854782204,FTMUSDT,15666.00000000,2.14690000,False,2.14880000,0,1m,False,1633854839999,1633854780000,False,2.14630000,35,2.14840000,33637.04520000,2301.00000000,4943.16420000
0,1633854842095,FTMUSDT,14336.00000000,2.16300000,False,2.16300000,0,1m,False,1633854899999,1633854840000,False,2.16170000,109,2.16170000,31005.21070000,10580.00000000,22883.09150000
0,1633854902333,FTMUSDT,1660.00000000,2.16560000,False,2.16650000,0,1m,False,1633854959999,1633854900000,False,2.16520000,17,2.16580000,3594.56310000,875.00000000,1894.84670000
