,event_time,market_place,target_coin,bridge_coin,moving_average,minimum_price,max_price,stop_loss,bridge_balance,target_balance,current_strategy,order_side,order_quantity,order_price,candle_price,profit,bridge_balance_profit
0,1634155203010,SPOT,FTM,USDT,2.004257142857143,1.996,2.022,1.997226,19.62267885,8.82100000,FIRST_STEP,-,-,-,-,-,-4.4555949
0,1634155262953,SPOT,FTM,USDT,2.004257142857143,1.996,2.022,1.997226,35.78569965,0.82100000,INITIAL,SELL,8.00000000,16.1792000000000000,2.02240000,0.0440000000000000,-4.419764
0,1634155383071,SPOT,FTM,USDT,2.004257142857143,1.996,2.022,1.99881,19.63609965,8.81300000,FIRST_STEP,BUY,8.00000000,16.1496000000000000,2.01870000,-,-4.419764
0,1634158803123,SPOT,FTM,USDT,2.0075857142857143,1.9971,2.022,1.99881,19.63609965,8.81300000,FIRST_STEP,-,-,-,-,-,-4.419764
0,1634162403110,SPOT,FTM,USDT,2.008857142857143,1.9985,2.022,1.99881,19.63609965,8.81300000,FIRST_STEP,-,-,-,-,-,-4.419764
0,1634162882585,SPOT,FTM,USDT,2.008857142857143,1.9985,2.022,1.99881,35.59292685,0.81300000,INITIAL,SELL,8.00000000,15.9728000000000000,1.99660000,-0.1768000000000000,-4.6384409
0,1634164205805,SPOT,FTM,USDT,2.008857142857143,1.9985,2.022,1.991484,19.49532685,8.80500000,FIRST_STEP,BUY,8.00000000,16.0976000000000000,2.01220000,-,-4.6384409
0,1634165882598,SPOT,FTM,USDT,2.008857142857143,1.9985,2.022,1.991484,35.67353245,0.80500000,INITIAL,SELL,8.00000000,16.1944000000000000,2.02430000,0.0968000000000000,-4.5592229
0,1634166002634,SPOT,FTM,USDT,2.0112857142857146,1.9985,2.0264,2.006037,19.46393245,8.79700000,FIRST_STEP,BUY,8.00000000,16.2096000000000000,2.02620000,-,-4.5592229
0,1634167082078,SPOT,FTM,USDT,2.0112857142857146,1.9985,2.0264,2.006037,35.48549485,0.79700000,INITIAL,SELL,8.00000000,16.0376000000000000,2.00470000,-0.1720000000000000,-4.7845143
0,1634169184560,SPOT,FTM,USDT,2.0112857142857146,1.9985,2.0264,1.995147,19.35909485,8.78900000,FIRST_STEP,BUY,8.00000000,16.1264000000000000,2.01580000,-,-4.7845143
0,1634169602088,SPOT,FTM,USDT,2.0131857142857146,1.9996,2.0264,1.995147,19.35909485,8.78900000,FIRST_STEP,-,-,-,-,-,-4.7845143
0,1634173203045,SPOT,FTM,USDT,2.0129,1.9996,2.0264,1.995147,19.35909485,8.78900000,FIRST_STEP,-,-,-,-,-,-4.7845143
0,1634174403205,SPOT,FTM,USDT,2.0129,1.9996,2.0264,1.995147,35.55488285,0.78900000,INITIAL,SELL,8.00000000,16.2120000000000000,2.02650000,0.0856000000000000,-4.7120299
0,1634174704204,SPOT,FTM,USDT,2.0129,1.9996,2.0264,2.001582,19.38288285,8.78100000,FIRST_STEP,BUY,8.00000000,16.1720000000000000,2.02150000,-,-4.7120299
0,1634174883727,SPOT,FTM,USDT,2.0129,1.9996,2.0264,2.001582,35.59145805,0.78100000,INITIAL,SELL,8.00000000,16.2248000000000000,2.02810000,0.0528000000000000,-4.6895262
0,1634176023169,SPOT,FTM,USDT,2.0129,1.9996,2.0264,2.003859,19.39545805,8.77300000,FIRST_STEP,BUY,8.00000000,16.1960000000000000,2.02450000,-,-4.6895262
0,1634176262328,SPOT,FTM,USDT,2.0129,1.9996,2.0264,2.003859,35.61122605,0.77300000,INITIAL,SELL,8.00000000,16.2320000000000000,2.02900000,0.0360000000000000,-4.682649
0,1634176802464,SPOT,FTM,USDT,2.019085714285714,2.0052,2.0429,2.022174,19.26722605,8.76500000,FIRST_STEP,BUY,8.00000000,16.3440000000000000,2.04300000,-,-4.682649
0,1634176862482,SPOT,FTM,USDT,2.019085714285714,2.0052,2.0429,2.022174,19.26722605,8.76500000,INITIAL,SELL,8.00000000,16.3408000000000000,2.04260000,-0.0032000000000000,-4.7070357
0,1634191687310,SPOT,FTM,USDT,2.025785714285714,2.0052,2.0528,2.022174,19.26722605,8.76500000,INITIAL,-,-,-,-,-,-4.7070357
0,1634194803181,SPOT,FTM,USDT,2.026885714285714,2.0052,2.0528,2.022174,19.26722605,8.76500000,INITIAL,-,-,-,-,-,-4.7070357
