,event_time,market_place,target_coin,bridge_coin,moving_average,minimum_price,max_price,stop_loss,bridge_balance,target_balance,current_strategy,order_side,order_quantity,order_price,candle_price,profit,bridge_balance_profit
0,1633853368201,MARGIN,OMG,USDT,14.09757142857143,13.988,14.251,0.0,44.22252575,free: 0.04882621 | borrowed: 0,INITIAL,-,-,-,-,-,0.0
0,1633856402758,MARGIN,OMG,USDT,14.043285714285712,13.871,14.219,0.0,44.22252575,free: 0.04882621 | borrowed: 0,INITIAL,-,-,-,-,-,0.0
0,1633858126354,MARGIN,OMG,USDT,14.013714285714284,13.777,14.219,0.0,44.22252575,free: 0.04882621 | borrowed: 0,INITIAL,-,-,-,-,-,0.0
0,1633860002849,MARGIN,OMG,USDT,13.959285714285713,13.777,14.081,0.0,44.22252575,free: 0.04882621 | borrowed: 0,INITIAL,-,-,-,-,-,0.0
0,1633863606485,MARGIN,OMG,USDT,13.929857142857141,13.777,14.081,0.0,44.22252575,free: 0.04882621 | borrowed: 0,INITIAL,-,-,-,-,-,0.0
0,1633867203809,MARGIN,OMG,USDT,13.880142857142857,13.733,14.051,0.0,44.22252575,free: 0.04882621 | borrowed: 0,INITIAL,-,-,-,-,-,0.0
0,1633870802833,MARGIN,OMG,USDT,13.822285714285716,13.644,14.051,0.0,44.22252575,free: 0.04882621 | borrowed: 0,INITIAL,-,-,-,-,-,0.0
0,1633874403530,MARGIN,OMG,USDT,13.762142857142859,13.63,13.875,0.0,44.22252575,free: 0.04882621 | borrowed: 0,INITIAL,-,-,-,-,-,0.0
0,1633878004479,MARGIN,OMG,USDT,13.722285714285714,13.596,13.838,0.0,44.22252575,free: 0.04882621 | borrowed: 0,INITIAL,-,-,-,-,-,0.0
0,1633881607683,MARGIN,OMG,USDT,13.681142857142857,13.489,13.838,0.0,44.22252575,free: 0.04882621 | borrowed: 0,INITIAL,-,-,-,-,-,0.0
0,1633885203484,MARGIN,OMG,USDT,13.618,13.396,13.838,0.0,44.22252575,free: 0.04882621 | borrowed: 0,INITIAL,-,-,-,-,-,0.0
0,1633888802424,MARGIN,OMG,USDT,13.551000000000002,13.369,13.733,0.0,44.22252575,free: 0.04882621 | borrowed: 0,INITIAL,-,-,-,-,-,0.0
